AG024.7879+0.0830 10 1333  38.8 47   0.76   4.9  11.7
AG024.7879+0.0830 11 1683  38.8 47   2.86  11.5  21.8
AG024.7879+0.0830 12 1774  38.8 47   0.95   3.4   6.2
AG024.7879+0.0830 13 1289  38.8 47   0.59   4.0  10.0
AG024.7879+0.0830 14 1748  38.8 47   3.55  13.2  24.1
AG024.7879+0.0830 15 1333  38.8 47   0.54   3.5   8.3
AG024.7879+0.0830 16 1663  38.8 47  11.42  47.0  90.2
AG024.7879+0.0830 17 1299  38.8 47   0.56   3.8   9.3
AG024.7879+0.0830 18 2229  38.8 47   7.74  17.7  25.4
AG024.7879+0.0830 19 1875  38.8 47  28.37  91.8 156.0
AG024.7879+0.0830 20 1668  38.8 47   8.29  33.9  64.8
AG024.7879+0.0830 21 1876  38.8 47   2.63   8.5  14.5
AG024.7879+0.0830 22 2181  38.8 47   9.98  23.9  34.9
AG024.7879+0.0830 23 1339  38.8 47   1.54   9.8  23.3
AG024.7879+0.0830 24 1570  38.8 47   2.15   9.9  20.2
AG024.7879+0.0830 25 1565  38.8 47   2.19  10.2  20.8
AG024.7879+0.0830 26 1277  38.8 47   0.61   4.3  10.7
AG024.7879+0.0830 27 1720  38.8 47   1.76   6.8  12.6
AG024.7912+0.1019  1 1370   2.3 35   1.2    7.3  16.9
AG024.7912+0.1019  2 1320   2.3 35   0.78   5.1  12.4
AG024.7912+0.1019  3 1564   2.3 35   3.46  16.1  32.9
AG024.7912+0.1019  4 1302   2.3 35   0.5    3.3   8.2
AG024.7912+0.1019  5 1473   2.3 35   0.34   1.8   3.9
AG024.7912+0.1019  6 1750   2.3 35   0.47   1.8   3.2
AG024.7912+0.1019  7 1398   2.3 35   0.52   3.0   6.9
AG024.7912+0.1019  8 1773   2.3 35   3.77  13.6  24.5
AG024.7912+0.1019  9 1404   2.3 35   0.67   3.9   8.8
AG024.8509+0.0868  1 1662  37.1 47   0.5    2.1   4.0
AG024.8509+0.0868  2 1550  37.1 47   1.05   5.0  10.3
AG024.8509+0.0868  3 1569  37.1 47   0.26   1.2   2.4
AG024.8509+0.0868  4 2237  37.1 47   4.97  11.3  16.1
AG024.8509+0.0868  5 1831  37.1 47   0.43   1.5   2.6
AG024.8555+0.0051  1 1608   0.3 20   5.69  25.1  49.7
AG024.8555+0.0051  2 1463   0.3 20   0.67   3.6   7.8
AG025.0779+0.0421  1 1234   0.1 20   0.34   2.5   6.5
AG025.0779+0.0421  2 1321   0.1 20   0.63   4.1   9.9
AG025.1548-0.2727  1 1398   0.7 20   0.48   2.8   6.4
AG025.1548-0.2727  2 1647   0.7 20   0.33   1.4   2.7
AG025.1548-0.2727  3 1644   0.7 20   0.26   1.1   2.2
AG025.1548-0.2727  4 1621   0.7 20   2.21   9.6  18.8
