SOUS,GOUS,MOUS,fits_url
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._640046__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._640076__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._640255__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._640923__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._640979__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641014__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641028__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641210__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641310__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641402__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641440__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641463__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641469__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641751__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._641838__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._644237__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._644273__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._644284__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._645113__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._645152__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._645690__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._646390__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._646708__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._646895__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._647876__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._G279.4100-01.6681__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._G281.9780-01.3712__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X224,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X224/product/member.uid___A001_X1467_X224._G283.9146-01.0485__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._633013__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._633219__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._638718__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._638752__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._638974__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._639498__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._640046__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._640076__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._640255__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._640923__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._640979__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641014__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641028__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641210__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641310__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641402__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641440__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641463__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641469__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641751__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._641838__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._644237__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._644273__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._644284__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._645113__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._645152__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._645690__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._646390__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._646708__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._646895__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._647876__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._G279.4100-01.6681__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._G281.9780-01.3712__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X221,uid___A001_X1467_X226,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X221/member.uid___A001_X1467_X226/product/member.uid___A001_X1467_X226._G283.9146-01.0485__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X229,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X229/product/member.uid___A001_X1467_X229._724566__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._724566__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._726096__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._726482__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._727263__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._727600__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._727702__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._727758__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._727769__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._727831__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._727996__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._728411__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._728716__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._730135__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._731221__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X228,uid___A001_X1467_X22b,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X228/member.uid___A001_X1467_X22b/product/member.uid___A001_X1467_X22b._731492__sci.spw25_27_29_31.cont.I.pbcor.fits
