Source_Name,Source_Seq,Source_RA,Source_Dec,Source_GLON,Source_GLAT,Source_Fpeak,Source_Fint,Primary_Target,Primary_Distance_arcsec,Num_Matching_Targets,All_Targets,Primary_FITS
AG312.5981+0.0457,7,213.31451,-61.28154,312.59903,0.04506,0.64,0.86,732038,3.325742655798964,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,8,213.31263,-61.28145,312.5982,0.04543,20.75,22.56,732038,0.18342212699924879,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,9,213.31154,-61.28146,312.5977,0.04559,0.52,0.77,732038,1.8628190274382808,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,10,213.31133,-61.28146,312.5976,0.04562,0.68,1.01,732038,2.2240314475272878,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,11,213.3131,-61.28141,312.59843,0.0454,0.73,0.95,732038,0.8490423441730444,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,12,213.31174,-61.28142,312.5978,0.04559,0.52,0.69,732038,1.5060110576699175,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,13,213.31367,-61.28128,312.59873,0.04543,1.41,3.7,732038,1.884469470304687,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,14,213.31267,-61.2813,312.59826,0.04556,7.71,29.13,732038,0.37484572135792393,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,15,213.31322,-61.28113,312.59857,0.04564,0.82,1.24,732038,1.4351404004457855,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,16,213.31302,-61.28166,312.59831,0.04517,1.81,4.13,732038,1.1747517634635234,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,17,213.31304,-61.28158,312.59835,0.04524,2.04,3.43,732038,0.9869987701477666,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,18,213.31298,-61.28129,312.59841,0.04552,1.85,3.52,732038,0.7532011574579479,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,19,213.31058,-61.28212,312.59706,0.0451,0.6,0.81,732038,4.364006062695239,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,20,213.31225,-61.28146,312.59802,0.04547,1.06,3.21,732038,0.658509493936395,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,21,213.31217,-61.28141,312.598,0.04554,1.71,3.96,732038,0.7613142371641539,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.5981+0.0457,22,213.31227,-61.28129,312.59808,0.04563,0.7,0.99,732038,0.708483266982768,1,732038,member.uid___A001_X1467_X22d._732038__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.7406+0.0790,1,213.57264,-61.20536,312.74081,0.07856,2.44,3.69,732540,0.8966360045925729,1,732540,member.uid___A001_X1467_X22d._732540__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.7406+0.0790,2,213.5731,-61.20516,312.74109,0.07867,0.53,0.66,732540,1.432147832614329,1,732540,member.uid___A001_X1467_X22d._732540__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.7406+0.0790,3,213.57327,-61.20496,312.74123,0.07885,0.46,0.85,732540,1.9026875390308537,1,732540,member.uid___A001_X1467_X22d._732540__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.7996+0.0715,1,213.6922,-61.19348,312.79922,0.07165,3.76,3.88,732713,2.125797407193758,1,732713,member.uid___A001_X1467_X22d._732713__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.7996+0.0715,2,213.69181,-61.19338,312.79907,0.07181,0.83,1.67,732713,2.885166277327825,1,732713,member.uid___A001_X1467_X22d._732713__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,1,275.3196,-14.80256,16.35928,-0.2059,3.25,4.47,73276,15.831346851677141,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,2,275.31882,-14.80217,16.35926,-0.20505,1.95,2.09,73276,15.564965286550601,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,3,275.32097,-14.80146,16.36087,-0.20655,3.39,5.54,73276,11.196948965252728,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,4,275.31732,-14.80064,16.35994,-0.20305,3.89,5.15,73276,14.983928485601076,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,5,275.32176,-14.79951,16.36295,-0.20631,5.66,11.7,73276,5.107191640935496,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,6,275.32348,-14.79875,16.36441,-0.20742,0.96,1.41,73276,9.043011133864539,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,7,275.32413,-14.79765,16.36568,-0.20745,6.5,8.47,73276,11.470535839626125,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,8,275.32191,-14.79914,16.36335,-0.20626,0.59,0.87,73276,4.480874390680923,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,9,275.32202,-14.79912,16.36342,-0.20635,0.8,1.22,73276,4.740511191942777,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,10,275.32135,-14.80012,16.36223,-0.20624,0.93,1.22,73276,6.548743966202941,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,11,275.32149,-14.80007,16.36234,-0.20634,0.67,0.87,73276,6.506748833692898,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,12,275.32167,-14.79999,16.36249,-0.20646,3.03,6.26,73276,6.4617920185225675,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.3636-0.2049,13,275.32418,-14.7957,16.36742,-0.20658,1.69,2.66,73276,14.838137933576817,1,73276,member.uid___A001_X146c_Xd3._73276__sci.spw16_18_20_22.cont.I.pbcor.fits
AG312.8858-0.6535,1,214.35185,-61.85282,312.88522,-0.65378,1.28,1.45,733033,2.5291653258698803,1,733033,member.uid___A001_X146c_Xfd._733033__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.4437-0.3833,1,275.5236,-14.81365,16.44225,-0.38517,1.25,1.69,73706,7.815174153409938,1,73706,member.uid___A001_X146c_Xd3._73706__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.4437-0.3833,2,275.52232,-14.81286,16.44236,-0.38371,3.89,4.26,73706,4.530722333006216,1,73706,member.uid___A001_X146c_Xd3._73706__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.1826+0.4910,1,216.0764,-60.33775,314.18236,0.48958,1.75,1.98,737436,4.581210422547147,1,737436,member.uid___A001_X1467_X22d._737436__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2183+0.2537,1,216.31405,-60.547,314.2183,0.25244,0.47,0.87,737579,4.048943099426228,1,737579,member.uid___A001_X1467_X22d._737579__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2183+0.2537,2,216.31543,-60.54489,314.21968,0.25417,1.07,1.36,737579,5.0459202694152046,1,737579,member.uid___A001_X1467_X22d._737579__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2183+0.2537,3,216.31428,-60.54687,314.21845,0.25252,1.19,1.17,737579,3.7329657068697157,1,737579,member.uid___A001_X1467_X22d._737579__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2183+0.2537,4,216.31424,-60.54682,314.21845,0.25258,0.7,0.98,737579,3.5395649572607275,1,737579,member.uid___A001_X1467_X22d._737579__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,1,216.3078,-60.5317,314.22084,0.26783,3.95,5.58,737588,13.20313143859491,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,2,216.30367,-60.52907,314.21987,0.27101,1.57,2.8,737588,3.596369385888104,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,3,216.29987,-60.52887,314.21819,0.27186,0.66,0.84,737588,9.271088986477016,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,4,216.30302,-60.52807,314.21993,0.27206,0.71,1.24,737588,3.5687634528775987,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,5,216.30194,-60.52805,314.21944,0.27227,0.63,1.47,737588,5.457532552619177,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,6,216.30136,-60.52797,314.2192,0.27244,0.75,1.17,737588,6.519614649322033,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,7,216.30342,-60.52795,314.22015,0.2721,2.37,4.18,737588,3.040627195057973,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,8,216.30507,-60.52785,314.22095,0.27191,0.54,0.94,737588,1.6482157438820166,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,9,216.30336,-60.5278,314.22018,0.27225,0.65,1.06,737588,3.393663688110412,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,10,216.30173,-60.52772,314.21946,0.27262,0.99,2.06,737588,6.12554877056251,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,11,216.30275,-60.52762,314.21996,0.27253,0.71,0.66,737588,4.65321845450428,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,12,216.30447,-60.5276,314.22076,0.27225,2.29,6.02,737588,2.6941808530767464,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,13,216.30305,-60.52752,314.22014,0.27257,0.57,0.76,737588,4.432739000734575,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,14,216.3033,-60.52747,314.22027,0.27257,0.87,3.07,737588,4.22762308827999,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,15,216.30359,-60.52736,314.22044,0.27263,3.25,4.67,737588,4.198103156255131,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,16,216.3043,-60.52721,314.22082,0.27264,0.77,1.14,737588,4.12235496390803,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,17,216.30486,-60.52698,314.22116,0.27276,0.8,1.63,737588,4.776511261049762,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,18,216.30426,-60.52692,314.22091,0.27292,1.25,2.7,737588,5.147213600046279,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,19,216.30413,-60.52681,314.22088,0.27304,0.58,0.48,737588,5.589198603414378,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,20,216.30238,-60.52611,314.22033,0.274,0.64,1.11,737588,9.145242766110163,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,21,216.30394,-60.52974,314.21976,0.27034,0.75,0.93,737588,5.481015535517316,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,22,216.30901,-60.5282,314.22264,0.2709,1.97,2.74,737588,7.1529231382170835,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,23,216.30891,-60.52815,314.22261,0.27096,0.71,1.49,737588,6.98818363184251,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,24,216.30444,-60.528,314.2206,0.27188,0.5,0.96,737588,1.4544052828598408,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,25,216.30461,-60.52798,314.22069,0.27187,0.52,0.58,737588,1.340358953226664,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,26,216.30444,-60.52781,314.22067,0.27205,0.99,1.7,737588,2.021869005375565,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,27,216.30451,-60.5278,314.22071,0.27205,1.15,2.0,737588,1.9992839815269097,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,28,216.30409,-60.52753,314.22061,0.27238,0.52,1.0,737588,3.2038331236023176,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,29,216.30219,-60.52748,314.21975,0.27276,14.28,27.04,737588,5.762252899984375,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,30,216.30386,-60.5268,314.22076,0.2731,0.93,1.46,737588,5.769923454209248,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,31,216.30394,-60.52676,314.22082,0.27313,0.65,0.6,737588,5.8594380471666145,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2207+0.2717,32,216.30158,-60.52782,314.21935,0.27254,0.55,0.81,737588,6.265837331418544,1,737588,member.uid___A001_X1467_X22d._737588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2394+0.3648,1,216.27133,-60.43407,314.23859,0.36551,0.89,1.03,737673,4.6352845465530494,1,737673,member.uid___A001_X1467_X22d._737673__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2617+0.4427,1,216.2674,-60.35224,314.26571,0.44274,0.72,0.92,737762,14.019785825705886,1,737762,member.uid___A001_X1467_X22d._737762__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,1,216.51899,-60.68419,314.26348,0.08845,1.28,1.08,737787,13.94998615338691,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,2,216.52021,-60.68264,314.26459,0.08968,1.02,1.09,737787,8.10648358135118,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,3,216.51761,-60.68248,314.26346,0.09029,1.46,1.83,737787,11.16125413946198,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,4,216.52343,-60.68153,314.26646,0.09016,0.73,1.25,737787,2.576867234130138,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,5,216.52096,-60.68129,314.26542,0.09082,1.08,1.38,737787,3.921274869839145,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,6,216.52225,-60.68124,314.26602,0.09064,0.62,0.7,737787,1.9268973242763023,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,7,216.52139,-60.68113,314.26567,0.09089,4.38,9.84,737787,3.0024680041344216,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,8,216.51501,-60.68034,314.26304,0.09275,1.44,1.92,737787,14.189270204970859,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,9,216.52225,-60.6799,314.2665,0.09189,0.67,0.7,737787,3.65185000786945,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,10,216.51804,-60.67977,314.26462,0.09274,0.84,0.86,737787,9.55237246022102,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,11,216.52652,-60.67916,314.26872,0.09183,1.2,1.19,737787,8.692684029783798,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,12,216.52113,-60.67889,314.26635,0.09303,0.94,1.51,737787,7.772704506954566,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,13,216.51899,-60.67744,314.26589,0.09476,1.19,1.32,737787,14.14996261310406,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,14,216.52166,-60.68142,314.26569,0.09057,1.15,1.52,737787,3.125610310183478,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,15,216.52169,-60.68021,314.26614,0.0917,9.34,19.93,737787,3.244917346226297,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,16,216.52162,-60.68014,314.26613,0.09177,6.21,8.93,737787,3.5115039122779566,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,17,216.52027,-60.67987,314.26561,0.09226,0.73,0.71,737787,5.949892611430717,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,18,216.52139,-60.67926,314.26634,0.09264,0.81,0.84,737787,6.373444522699709,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG314.2664+0.0911,19,216.52156,-60.67916,314.26645,0.0927,0.75,0.85,737787,6.577305753523363,1,737787,member.uid___A001_X146c_Xfd._737787__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5089-0.4383,1,275.60546,-14.7805,16.50869,-0.43947,0.4,0.31,74026,3.56496845185263,1,74026,member.uid___A001_X146c_Xd3._74026__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5089-0.4383,2,275.60165,-14.77782,16.50933,-0.43496,1.58,1.8,74026,12.841959621502259,1,74026,member.uid___A001_X146c_Xd3._74026__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5089-0.4383,3,275.60498,-14.78078,16.50822,-0.43919,1.76,2.11,74026,3.4364869997309095,1,74026,member.uid___A001_X146c_Xd3._74026__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5089-0.4383,4,275.60505,-14.78053,16.50848,-0.43913,10.61,12.66,74026,2.7109161249176914,1,74026,member.uid___A001_X146c_Xd3._74026__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5089-0.4383,5,275.60483,-14.78048,16.50842,-0.43892,4.4,4.7,74026,2.251471492465393,1,74026,member.uid___A001_X146c_Xd3._74026__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.4045-0.4657,1,220.96358,-60.36414,316.4026,-0.46623,10.16,10.41,743353,7.024813101555346,1,743353,member.uid___A001_X146c_Xef._743353__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.4045-0.4657,2,220.9705,-60.36242,316.40643,-0.4661,2.54,2.44,743353,6.902752751724783,1,743353,member.uid___A001_X146c_Xef._743353__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5782-0.0804,1,275.31255,-14.551,16.57802,-0.08147,1.42,1.3,74335,3.3940889297469496,1,74335,member.uid___A001_X146c_Xd3._74335__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5782-0.0804,2,275.31253,-14.55068,16.57829,-0.08131,5.97,11.59,74335,2.831417189242496,1,74335,member.uid___A001_X146c_Xd3._74335__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5782-0.0804,3,275.31268,-14.55046,16.57855,-0.08133,1.15,2.78,74335,3.245272915536281,1,74335,member.uid___A001_X146c_Xd3._74335__sci.spw16_18_20_22.cont.I.pbcor.fits
AG016.5782-0.0804,4,275.31284,-14.5504,16.57868,-0.08144,0.52,0.79,74335,3.8097429458144574,1,74335,member.uid___A001_X146c_Xd3._74335__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7194+0.0767,1,221.07987,-59.74195,316.71663,0.07402,1.3,1.48,744391,13.622742670488348,1,744391,member.uid___A001_X146c_Xef._744391__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7194+0.0767,2,221.07815,-59.73966,316.71681,0.07647,1.97,1.93,744391,9.649301804491646,1,744391,member.uid___A001_X146c_Xef._744391__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,1,221.25253,-59.81238,316.7657,-0.0265,0.96,1.1,744588,9.657467567315427,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,2,221.26055,-59.81136,316.76979,-0.02729,1.73,2.48,744588,15.004416046163543,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,3,221.25889,-59.81094,316.76921,-0.02655,1.3,2.61,744588,11.647712087028376,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,4,221.25468,-59.81069,316.7674,-0.02543,0.71,0.83,744588,4.738637484252839,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,5,221.24941,-59.81046,316.7651,-0.0241,0.75,1.24,744588,6.948420862793832,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,6,221.24811,-59.81038,316.76453,-0.02376,1.8,2.13,744588,9.079629478238981,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,7,221.24906,-59.81008,316.76509,-0.02369,2.16,4.15,744588,7.15723535154276,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,8,221.25072,-59.81005,316.76586,-0.02401,3.55,4.91,744588,4.210773744567677,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,9,221.25362,-59.80994,316.76723,-0.02453,1.25,2.65,744588,1.4887884840508578,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,10,221.25129,-59.80985,316.76621,-0.02395,0.88,1.79,744588,3.0369518221969494,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,11,221.25839,-59.80982,316.76946,-0.02543,8.45,11.44,744588,9.870037109172271,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,12,221.25033,-59.80974,316.76582,-0.02365,2.29,4.89,744588,4.731585409078067,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,13,221.26059,-59.80942,316.77063,-0.02554,1.9,1.82,744588,13.88232304272057,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,14,221.25132,-59.80935,316.76643,-0.02351,3.12,5.33,744588,3.2042602164301606,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,15,221.258,-59.80928,316.76951,-0.02486,0.88,0.71,744588,9.28265882089237,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,16,221.25631,-59.80775,316.76938,-0.02312,1.93,2.57,744588,9.312173923068135,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,17,221.24517,-59.80724,316.76452,-0.02028,5.99,11.3,744588,16.637037826176222,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,18,221.25355,-59.80635,316.76872,-0.02126,0.96,1.36,744588,12.129406888505851,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,19,221.25397,-59.81049,316.76716,-0.0251,0.61,0.8,744588,3.3817668871613744,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,20,221.25192,-59.80948,316.76665,-0.02375,0.61,0.86,744588,2.0215280860300813,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,21,221.25002,-59.80873,316.7661,-0.02267,3.4,6.93,744588,6.350403909740722,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7670-0.0240,22,221.25037,-59.80864,316.7663,-0.02266,3.05,7.12,744588,6.0335911018755555,1,744588,member.uid___A001_X146c_Xef._744588__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7996-0.0559,1,221.34183,-59.82763,316.7999,-0.05934,1.72,2.11,744714,11.803520560554535,2,"744714, 744757",member.uid___A001_X146c_Xef._744714__sci.spw16_18_20_22.cont.I.pbcor.fits
AG316.7996-0.0559,2,221.34225,-59.82752,316.80014,-0.05934,2.02,3.03,744714,11.852811204912003,2,"744714, 744757",member.uid___A001_X146c_Xef._744714__sci.spw16_18_20_22.cont.I.pbcor.fits
